Firm ID,Year,Default,WC/TA,RE/TA,EBIT/TA,ME/TL,S/TA
1644,2017,0,0.43,0.3,0.03,0.81,0.33
3268,2014,0,-0.02,0.22,0.03,0.73,0.15
1985,2014,0,0.34,0.17,0.0,0.16,0.22
2522,2020,0,-0.05,0.3,0.03,0.66,0.1
3635,2012,1,0.16,0.0,0.04,0.62,0.26
528,2015,0,0.09,0.2,0.02,0.96,0.17
3600,2016,1,0.32,0.06,0.04,2.96,0.24
2803,2014,0,0.45,0.16,0.05,0.87,0.26
1950,2012,0,0.16,0.02,0.03,0.22,0.32
1368,2018,0,0.47,0.28,0.05,0.94,0.31
3531,2015,0,0.15,0.06,0.03,0.37,0.34
1564,2018,0,-0.02,-0.03,0.02,0.21,0.1
872,2019,0,0.2,0.07,0.04,0.34,0.29
688,2014,0,0.49,0.17,0.0,0.75,0.14
3878,2012,1,0.14,-0.11,0.03,0.27,0.21
2429,2020,0,0.46,0.26,0.02,0.91,0.22
2915,2015,0,0.51,0.05,0.04,0.21,0.19
3025,2014,0,0.0,0.24,0.02,0.96,0.23
258,2016,0,0.25,-0.03,0.03,0.59,0.22
3751,2017,1,0.09,-0.03,0.04,2.28,0.28
3770,2015,1,0.23,-0.08,0.04,1.41,0.13
1832,2014,0,0.5,-0.07,0.04,0.7,0.32
1291,2016,0,0.34,0.08,0.04,1.12,0.26
2920,2020,0,0.07,-0.03,0.02,0.82,0.18
1962,2020,0,0.43,0.1,0.05,0.47,0.23
2023,2018,0,0.29,0.27,0.04,0.34,0.26
1480,2020,0,0.0,0.02,0.03,0.92,0.31
2384,2017,0,0.4,0.02,0.02,0.83,0.14
1010,2015,0,0.18,0.07,0.0,1.16,0.08
2076,2015,0,0.33,-0.11,0.05,0.62,0.3
1173,2013,0,0.17,0.13,0.0,0.38,0.31
1044,2013,0,-0.09,0.31,0.04,1.2,0.25
1933,2017,0,0.52,0.31,0.02,1.08,0.24
803,2019,0,0.33,-0.01,0.04,0.62,0.16
853,2013,0,0.42,-0.09,0.02,0.08,0.23
3244,2016,0,0.24,0.13,0.03,0.95,0.22
2292,2012,0,0.44,0.28,0.01,0.46,0.34
2801,2018,0,0.54,-0.01,0.02,0.34,0.31
2012,2018,0,0.0,0.1,0.05,0.41,0.13
322,2014,0,0.06,0.31,0.04,0.67,0.31
1642,2014,0,0.2,0.23,0.0,0.35,0.15
3506,2018,0,0.12,0.15,0.02,1.04,0.11
2240,2016,0,-0.04,-0.06,0.04,0.99,0.25
818,2014,0,0.13,0.05,0.02,1.17,0.19
3449,2014,0,0.53,-0.11,0.04,0.1,0.3
1179,2013,0,0.42,0.11,0.05,0.48,0.2
710,2012,0,0.46,0.05,0.05,0.53,0.15
3871,2015,1,0.35,0.02,0.04,1.61,0.17
770,2014,0,0.04,-0.06,0.05,0.78,0.31
109,2015,0,0.06,-0.11,0.01,0.75,0.22
1180,2012,0,0.38,-0.08,0.05,0.83,0.2
1490,2017,0,0.03,0.27,0.0,0.23,0.21
652,2018,0,0.09,0.08,0.05,0.18,0.11
1420,2015,0,0.44,0.15,0.05,0.26,0.23
1880,2015,0,0.28,0.22,0.04,0.62,0.29
145,2018,0,0.34,0.22,0.03,0.2,0.15
1318,2018,0,0.34,0.0,0.0,0.09,0.2
1599,2019,0,0.08,0.12,0.0,0.2,0.12
567,2018,0,0.25,0.12,0.03,0.49,0.12
2169,2017,0,0.05,0.32,0.04,1.21,0.3
3315,2014,0,0.45,0.27,0.01,1.14,0.26
2913,2015,0,0.44,0.05,0.05,1.13,0.16
1988,2016,0,0.51,-0.1,0.03,0.33,0.3
3588,2020,1,0.25,-0.02,0.03,1.95,0.12
684,2018,0,0.54,0.12,0.01,0.32,0.12
2666,2014,0,0.07,0.17,0.02,0.83,0.09
3851,2015,1,0.21,-0.11,0.03,0.85,0.18
3688,2012,1,0.22,-0.05,0.03,2.05,0.12
606,2020,0,0.3,0.29,0.02,1.05,0.1
3096,2016,0,0.35,0.23,0.02,0.96,0.18
3900,2015,1,0.26,-0.08,0.03,2.31,0.21
35,2017,0,-0.11,0.13,0.0,0.33,0.11
3036,2015,0,0.48,0.32,0.0,0.84,0.32
848,2020,0,0.13,-0.01,0.02,0.2,0.15
3796,2016,1,0.08,-0.04,0.03,1.21,0.13
1609,2012,0,0.07,0.07,0.04,0.34,0.19
3753,2017,1,0.08,0.04,0.04,2.66,0.16
2571,2020,0,0.24,-0.02,0.0,0.43,0.17
750,2018,0,0.06,-0.01,0.01,0.47,0.33
1144,2015,0,-0.03,0.26,0.05,0.7,0.3
3238,2019,0,0.02,0.02,0.03,0.7,0.21
535,2017,0,0.37,-0.01,0.05,0.14,0.17
2584,2020,0,-0.04,0.23,0.0,1.28,0.09
2137,2014,0,0.21,0.3,0.03,1.28,0.15
2741,2020,0,0.49,0.11,0.0,1.11,0.23
3160,2020,0,0.49,0.28,0.01,0.91,0.34
2761,2015,0,-0.02,0.28,0.04,1.19,0.13
1199,2013,0,0.27,-0.11,0.01,1.19,0.15
1548,2016,0,0.33,-0.12,0.03,0.54,0.08
1152,2018,0,0.07,0.14,0.04,0.09,0.3
2193,2017,0,0.44,0.25,0.03,0.22,0.26
2963,2018,0,0.38,0.26,0.0,0.35,0.08
422,2015,0,0.21,0.09,0.05,0.95,0.32
2895,2013,0,0.39,0.28,0.02,0.68,0.27
698,2018,0,0.3,0.09,0.03,0.61,0.33
690,2018,0,0.28,0.32,0.04,1.09,0.3
32,2012,0,0.39,-0.01,0.0,0.24,0.16
3984,2014,1,0.23,0.06,0.03,0.51,0.14
1706,2016,0,0.42,0.06,0.0,0.48,0.19
518,2020,0,0.03,0.31,0.04,0.94,0.34
1570,2012,0,0.12,0.16,0.05,1.03,0.12
2676,2012,0,0.55,0.23,0.03,1.02,0.23
1198,2019,0,0.46,0.23,0.03,0.62,0.26
855,2017,0,0.52,0.3,0.01,0.14,0.33
1590,2017,0,0.43,0.08,0.0,0.97,0.31
1605,2015,0,-0.09,-0.01,0.01,0.55,0.09
1193,2015,0,0.44,0.11,0.04,0.77,0.34
3387,2016,0,0.37,-0.05,0.01,0.17,0.32
72,2013,0,0.27,0.25,0.04,0.72,0.21
2707,2016,0,0.02,-0.08,0.05,0.62,0.14
2156,2018,0,0.48,0.02,0.02,0.6,0.09
1684,2013,0,0.3,0.28,0.01,0.72,0.27
1664,2016,0,0.34,-0.03,0.03,1.08,0.08
1908,2020,0,-0.1,-0.04,0.03,0.54,0.1
335,2015,0,-0.02,0.15,0.02,0.1,0.34
2695,2018,0,-0.02,0.27,0.02,0.34,0.12
313,2015,0,0.35,0.05,0.02,1.27,0.24
986,2012,0,0.36,-0.03,0.05,0.93,0.15
3354,2012,0,0.44,0.17,0.04,1.03,0.13
607,2020,0,0.25,0.14,0.02,0.78,0.18
238,2019,0,0.19,0.06,0.05,0.6,0.25
2696,2019,0,0.12,0.32,0.04,1.07,0.09
1535,2019,0,-0.08,-0.06,0.01,1.05,0.15
1527,2017,0,0.14,-0.1,0.04,0.22,0.1
3297,2020,0,0.51,-0.09,0.0,0.28,0.33
2941,2012,0,0.27,0.08,0.02,0.98,0.21
628,2018,0,0.48,0.23,0.03,1.04,0.12
2534,2013,0,0.43,0.31,0.0,0.66,0.29
134,2018,0,0.06,0.31,0.04,0.19,0.24
1539,2016,0,0.35,0.23,0.01,0.2,0.09
1187,2014,0,-0.01,0.02,0.01,0.82,0.14
408,2019,0,0.19,0.2,0.01,1.26,0.28
108,2014,0,0.03,0.14,0.04,0.12,0.12
326,2017,0,0.03,0.14,0.01,0.63,0.18
666,2017,0,0.44,0.17,0.01,0.46,0.26
842,2016,0,0.25,0.13,0.02,1.16,0.11
2320,2015,0,0.22,0.14,0.01,1.17,0.28
3016,2013,0,0.54,-0.06,0.04,0.77,0.27
2071,2014,0,0.47,0.15,0.01,0.65,0.15
3784,2018,1,0.3,-0.01,0.03,2.52,0.18
1327,2019,0,-0.09,0.17,0.03,0.32,0.21
1328,2015,0,-0.02,0.19,0.03,0.97,0.29
1582,2013,0,0.19,0.1,0.04,1.02,0.27
1099,2016,0,-0.05,-0.01,0.0,0.83,0.34
3143,2019,0,0.02,0.26,0.02,0.55,0.31
3578,2014,1,0.23,-0.1,0.04,0.79,0.19
704,2015,0,0.38,0.03,0.05,0.17,0.32
3596,2017,1,0.32,0.02,0.04,1.06,0.25
3497,2017,0,0.41,0.07,0.05,0.46,0.13
1319,2016,0,-0.01,0.21,0.05,0.39,0.29
239,2020,0,-0.07,0.22,0.0,0.27,0.11
1551,2016,0,0.52,0.24,0.02,0.33,0.15
331,2013,0,0.18,0.11,0.05,0.86,0.22
3402,2017,0,-0.09,-0.08,0.05,1.11,0.33
712,2017,0,0.15,-0.1,0.04,0.9,0.2
2794,2018,0,0.1,0.23,0.05,0.53,0.19
165,2013,0,0.12,0.02,0.01,1.17,0.29
2016,2012,0,0.22,0.13,0.0,0.61,0.29
2340,2012,0,0.52,0.08,0.04,0.08,0.23
1190,2018,0,0.25,-0.02,0.0,0.12,0.19
3168,2020,0,-0.07,-0.04,0.02,0.83,0.1
2773,2015,0,-0.03,0.17,0.04,0.95,0.18
3471,2018,0,0.45,0.0,0.05,0.71,0.08
1842,2019,0,0.43,0.15,0.02,1.28,0.11
25,2013,0,0.27,0.23,0.02,0.56,0.11
3552,2018,1,0.16,0.01,0.03,0.7,0.2
1979,2015,0,0.02,-0.03,0.04,0.93,0.15
2434,2020,0,0.09,0.21,0.03,0.39,0.19
2764,2019,0,0.45,0.0,0.02,0.29,0.11
3510,2015,0,0.5,-0.02,0.0,0.49,0.17
702,2013,0,0.09,0.17,0.02,0.77,0.23
202,2018,0,0.19,0.02,0.02,0.82,0.33
357,2015,0,-0.07,0.09,0.04,0.72,0.15
755,2020,0,0.37,0.22,0.04,1.18,0.13
3195,2013,0,0.18,-0.02,0.04,0.79,0.31
860,2013,0,0.41,0.14,0.03,0.94,0.15
3516,2013,0,0.05,0.03,0.01,1.0,0.19
3915,2014,1,0.25,-0.02,0.03,3.18,0.17
3470,2020,0,0.33,-0.1,0.05,0.18,0.19
2737,2013,0,0.11,0.22,0.01,0.5,0.16
2353,2020,0,0.26,0.14,0.01,1.0,0.23
1431,2020,0,0.18,-0.11,0.02,0.29,0.32
1069,2012,0,0.0,0.01,0.05,0.99,0.32
1772,2020,0,0.08,0.27,0.01,0.2,0.14
1317,2016,0,0.55,0.29,0.01,1.11,0.33
571,2013,0,0.51,-0.05,0.0,1.23,0.31
1461,2020,0,0.26,-0.06,0.02,1.1,0.08
3151,2017,0,0.52,-0.08,0.04,0.32,0.08
3920,2019,1,0.29,-0.08,0.03,0.59,0.22
487,2015,0,0.03,0.01,0.02,0.61,0.21
3171,2014,0,0.09,0.32,0.03,0.59,0.27
1573,2017,0,0.21,-0.1,0.04,0.91,0.15
22,2014,0,0.01,0.29,0.01,0.81,0.21
1106,2017,0,0.36,0.02,0.01,0.16,0.23
2036,2016,0,-0.11,0.1,0.03,1.23,0.25
2056,2017,0,0.38,0.02,0.01,1.0,0.33
3671,2019,1,0.21,-0.06,0.03,1.92,0.12
1107,2018,0,0.35,0.3,0.04,0.28,0.17
1623,2018,0,0.3,0.05,0.01,0.67,0.13
3248,2017,0,0.22,-0.02,0.05,0.54,0.17
3666,2015,1,0.29,-0.02,0.03,2.69,0.21
113,2019,0,0.42,0.24,0.04,0.94,0.31
2565,2019,0,0.27,0.1,0.04,0.2,0.33
3991,2018,1,0.1,0.06,0.04,3.17,0.28
2812,2013,0,0.31,0.17,0.04,0.52,0.27
421,2017,0,-0.03,0.25,0.0,0.34,0.32
2938,2014,0,0.01,0.07,0.04,0.44,0.22
2909,2018,0,0.25,-0.1,0.04,0.4,0.1
33,2018,0,0.23,0.13,0.03,0.36,0.08
97,2014,0,0.33,0.3,0.02,0.21,0.24
356,2017,0,-0.03,0.2,0.0,1.25,0.26
776,2019,0,0.5,0.21,0.0,0.62,0.26
1366,2013,0,0.53,0.22,0.04,0.96,0.31
2818,2018,0,0.04,-0.02,0.03,0.11,0.08
3344,2015,0,0.53,0.23,0.03,1.2,0.29
3114,2017,0,0.48,0.25,0.04,0.3,0.25
3049,2012,0,-0.08,0.27,0.02,1.18,0.11
1023,2012,0,0.23,0.09,0.05,0.79,0.12
2888,2012,0,-0.04,-0.11,0.0,1.18,0.19
352,2012,0,0.1,-0.03,0.01,0.35,0.29
3043,2020,0,0.02,0.32,0.0,0.46,0.31
2239,2012,0,-0.02,-0.07,0.05,0.9,0.22
3997,2012,1,0.34,-0.01,0.04,1.66,0.23
1663,2018,0,0.41,0.09,0.02,0.3,0.12
2851,2020,0,-0.09,-0.1,0.04,1.19,0.08
2358,2016,0,0.41,-0.06,0.04,0.69,0.29
3152,2016,0,0.4,-0.02,0.03,0.72,0.28
1219,2020,0,0.41,-0.02,0.03,0.99,0.13
1630,2013,0,0.32,0.15,0.05,1.26,0.2
836,2012,0,0.03,0.27,0.05,1.26,0.14
3876,2017,1,0.28,-0.06,0.04,1.9,0.24
1636,2018,0,0.4,0.21,0.03,0.71,0.18
3724,2017,1,0.25,-0.01,0.03,2.51,0.21
288,2015,0,0.13,-0.08,0.03,0.51,0.19
415,2012,0,0.29,0.14,0.02,0.73,0.11
1870,2014,0,0.35,-0.05,0.03,0.09,0.17
398,2018,0,0.28,0.18,0.03,0.57,0.11
18,2019,0,0.42,-0.07,0.03,0.38,0.34
1375,2017,0,-0.1,0.17,0.04,0.76,0.22
397,2016,0,0.05,-0.12,0.0,0.85,0.23
3655,2017,1,0.28,-0.05,0.03,1.79,0.21
1700,2016,0,0.03,-0.11,0.05,0.89,0.34
2132,2016,0,0.37,0.06,0.01,1.24,0.15
1800,2012,0,0.5,0.27,0.01,0.38,0.17
3003,2020,0,0.14,0.2,0.03,0.64,0.18
2910,2020,0,0.06,0.02,0.01,0.77,0.09
1862,2014,0,-0.1,0.27,0.0,0.51,0.28
269,2015,0,0.1,-0.02,0.02,0.54,0.11
1961,2020,0,-0.06,-0.09,0.04,1.17,0.33
169,2013,0,0.33,0.21,0.0,1.18,0.11
155,2012,0,0.37,-0.08,0.02,0.91,0.17
1825,2017,0,-0.07,-0.09,0.0,0.52,0.19
1169,2020,0,0.0,0.31,0.05,0.67,0.13
787,2020,0,0.51,0.14,0.03,0.5,0.3
3179,2018,0,0.45,0.01,0.02,1.11,0.25
3660,2019,1,0.36,-0.01,0.04,1.95,0.22
1874,2020,0,0.03,0.3,0.03,0.98,0.1
2725,2013,0,0.5,0.21,0.02,0.62,0.18
3638,2018,1,0.17,0.02,0.04,1.21,0.12
998,2013,0,0.17,-0.1,0.05,0.72,0.28
179,2012,0,0.17,0.16,0.03,1.25,0.32
522,2016,0,-0.02,0.0,0.04,0.74,0.17
1275,2020,0,-0.11,-0.02,0.05,1.1,0.13
1417,2020,0,0.1,0.27,0.03,1.25,0.1
3830,2018,1,0.1,0.0,0.03,0.25,0.21
2846,2014,0,0.48,0.01,0.05,0.09,0.26
2952,2013,0,0.25,0.09,0.05,0.21,0.13
1554,2013,0,0.5,0.2,0.02,0.66,0.26
1826,2012,0,0.35,0.05,0.03,0.86,0.34
1749,2020,0,0.24,-0.02,0.0,0.35,0.22
3121,2015,0,0.16,0.21,0.02,0.23,0.15
301,2013,0,0.14,0.1,0.02,0.18,0.11
902,2014,0,0.09,0.14,0.0,0.76,0.29
681,2017,0,-0.09,-0.07,0.01,1.07,0.24
2642,2018,0,0.24,-0.1,0.04,1.26,0.26
3819,2017,1,0.25,-0.01,0.03,2.56,0.16
286,2012,0,0.02,0.05,0.02,0.3,0.31
499,2018,0,0.3,-0.09,0.03,0.38,0.29
2821,2014,0,0.0,0.17,0.05,0.76,0.17
718,2017,0,0.44,0.11,0.05,0.48,0.3
96,2015,0,0.44,0.16,0.01,0.9,0.13
2201,2012,0,0.2,-0.12,0.0,0.14,0.17
3658,2014,1,0.22,-0.05,0.03,2.44,0.26
1129,2016,0,0.53,-0.1,0.0,0.66,0.31
1456,2016,0,0.48,0.04,0.05,1.13,0.28
2375,2012,0,0.2,-0.03,0.03,0.69,0.3
1742,2014,0,0.05,0.06,0.02,0.16,0.2
1015,2015,0,0.35,-0.06,0.04,0.97,0.32
2685,2016,0,0.5,0.25,0.03,0.99,0.33
3137,2020,0,0.04,-0.11,0.04,1.27,0.27
3562,2019,1,0.24,-0.09,0.04,1.82,0.2
2752,2016,0,-0.01,-0.09,0.01,0.17,0.24
3866,2019,1,0.09,-0.09,0.03,2.75,0.28
3069,2016,0,0.31,-0.02,0.0,0.33,0.11
379,2019,0,0.55,0.1,0.01,0.93,0.28
1727,2014,0,0.19,0.1,0.0,0.85,0.17
2870,2017,0,0.32,-0.01,0.02,1.16,0.22
2197,2013,0,0.05,0.18,0.02,0.91,0.2
997,2016,0,0.51,0.17,0.03,0.27,0.24
611,2014,0,0.17,0.3,0.03,0.86,0.33
1830,2014,0,0.49,0.15,0.02,0.14,0.15
1835,2020,0,0.15,-0.1,0.0,1.13,0.1
613,2014,0,0.21,0.19,0.01,0.87,0.1
1509,2013,0,-0.04,-0.03,0.05,1.22,0.16
674,2014,0,0.3,0.1,0.05,0.19,0.25
2536,2012,0,0.53,-0.04,0.05,0.51,0.3
3052,2020,0,-0.09,0.05,0.01,0.54,0.33
3386,2018,0,0.27,0.3,0.05,0.14,0.21
1872,2020,0,0.42,0.19,0.05,0.75,0.16
154,2020,0,0.14,-0.06,0.0,1.02,0.11
1513,2012,0,0.2,0.26,0.05,1.2,0.24
3825,2019,1,0.09,0.01,0.04,0.7,0.23
3718,2015,1,0.17,-0.08,0.03,1.34,0.28
2348,2017,0,0.26,0.09,0.05,1.29,0.12
501,2020,0,0.17,0.15,0.03,0.33,0.27
2926,2014,0,0.54,-0.1,0.02,1.04,0.2
1710,2012,0,0.54,-0.12,0.03,0.82,0.26
664,2015,0,0.36,-0.09,0.03,0.97,0.09
3853,2017,1,0.29,0.03,0.03,0.26,0.19
3513,2019,0,0.48,0.21,0.02,0.37,0.24
2749,2015,0,0.41,-0.1,0.04,1.17,0.23
2843,2013,0,0.42,0.03,0.0,0.61,0.25
1811,2020,0,0.41,0.07,0.0,0.3,0.11
2314,2012,0,0.29,0.26,0.05,0.72,0.25
2524,2015,0,0.0,0.27,0.01,0.96,0.11
141,2014,0,0.48,0.29,0.02,1.07,0.19
1025,2020,0,0.15,0.07,0.03,0.91,0.32
112,2015,0,0.29,0.07,0.02,0.7,0.24
1115,2020,0,0.33,0.05,0.05,1.0,0.14
1860,2019,0,-0.1,0.31,0.01,0.99,0.29
1058,2012,0,0.08,0.18,0.0,0.56,0.13
3492,2017,0,0.37,-0.03,0.01,0.99,0.25
2827,2014,0,0.24,0.12,0.03,0.11,0.28
2605,2018,0,0.33,-0.07,0.05,0.61,0.18
1427,2013,0,0.53,0.1,0.05,0.2,0.16
1821,2020,0,0.45,0.0,0.05,0.32,0.18
1736,2013,0,0.16,0.05,0.0,0.79,0.19
3424,2020,0,0.19,0.18,0.0,1.27,0.17
1377,2019,0,0.38,0.13,0.04,0.37,0.28
2946,2017,0,-0.07,0.21,0.05,0.69,0.28
1852,2020,0,-0.11,0.03,0.02,0.94,0.24
41,2019,0,0.36,0.19,0.05,0.33,0.32
618,2020,0,0.15,0.21,0.01,0.81,0.28
2691,2012,0,-0.03,-0.06,0.04,0.67,0.22
1833,2016,0,0.38,-0.09,0.0,0.15,0.09
215,2014,0,0.35,0.15,0.01,1.27,0.22
2473,2013,0,0.06,0.17,0.02,0.24,0.12
1977,2016,0,-0.04,0.19,0.01,1.2,0.2
660,2016,0,0.09,0.32,0.05,1.19,0.1
630,2018,0,0.13,0.25,0.05,0.1,0.23
2783,2017,0,0.12,-0.03,0.05,1.15,0.29
2354,2014,0,0.11,-0.05,0.05,0.2,0.34
3717,2013,1,0.21,-0.05,0.04,0.12,0.27
2427,2016,0,0.09,0.13,0.03,0.37,0.17
2889,2019,0,0.52,-0.12,0.0,0.22,0.13
298,2017,0,0.11,0.05,0.0,0.85,0.18
3514,2013,0,0.09,0.08,0.05,0.99,0.11
3736,2019,1,0.12,0.06,0.03,1.44,0.26
1483,2019,0,0.47,0.01,0.03,0.12,0.25
550,2012,0,0.24,-0.06,0.03,0.13,0.25
1545,2015,0,0.18,0.13,0.0,1.16,0.32
3063,2019,0,-0.03,0.28,0.01,1.18,0.27
2740,2014,0,0.49,0.17,0.01,0.66,0.34
2987,2012,0,0.12,0.01,0.05,0.78,0.28
3001,2019,0,0.25,0.15,0.05,0.38,0.18
3157,2015,0,0.09,0.01,0.01,0.78,0.09
279,2013,0,-0.05,0.2,0.0,1.17,0.12
969,2016,0,0.27,0.28,0.0,1.21,0.23
3684,2020,1,0.14,-0.07,0.03,3.04,0.27
1519,2012,0,-0.04,0.2,0.03,0.14,0.18
774,2015,0,0.0,-0.06,0.05,0.21,0.23
1946,2012,0,-0.05,0.27,0.01,0.5,0.31
1229,2013,0,-0.02,0.09,0.01,0.33,0.13
102,2020,0,0.45,-0.1,0.0,0.29,0.22
1097,2016,0,0.35,0.11,0.01,0.14,0.1
3103,2016,0,0.27,0.29,0.0,0.82,0.1
1945,2015,0,0.12,-0.08,0.04,0.73,0.1
3670,2012,1,0.26,-0.02,0.03,0.59,0.25
2649,2019,0,0.03,-0.02,0.02,0.21,0.27
727,2012,0,0.39,0.18,0.0,0.42,0.09
3515,2016,0,0.45,-0.01,0.03,0.56,0.27
126,2014,0,0.39,-0.08,0.01,1.26,0.12
3071,2012,0,0.39,0.0,0.03,0.63,0.23
1973,2019,0,0.54,0.27,0.04,0.85,0.22
1434,2019,0,-0.07,0.15,0.05,0.93,0.19
3572,2016,1,0.08,-0.1,0.03,2.67,0.15
1917,2014,0,0.37,0.04,0.02,0.26,0.15
48,2013,0,0.42,0.27,0.0,0.73,0.12
3072,2015,0,0.2,-0.02,0.01,0.27,0.33
1831,2019,0,0.0,0.29,0.01,0.82,0.13
2474,2014,0,0.06,-0.09,0.01,0.34,0.1
1869,2019,0,0.29,0.25,0.03,0.52,0.29
1837,2014,0,0.39,0.21,0.05,0.48,0.14
3883,2014,1,0.15,0.01,0.03,2.82,0.18
391,2012,0,0.2,0.2,0.05,1.19,0.11
3645,2020,1,0.24,0.02,0.04,0.61,0.2
2322,2017,0,0.46,0.2,0.0,0.32,0.2
2183,2013,0,-0.03,-0.12,0.04,0.44,0.19
3263,2016,0,0.52,-0.09,0.0,0.36,0.2
615,2014,0,0.44,0.05,0.04,1.19,0.25
3269,2014,0,0.12,0.25,0.04,0.48,0.12
3123,2012,0,0.52,0.1,0.05,0.56,0.33
1561,2019,0,0.32,-0.05,0.01,0.55,0.09
2791,2018,0,0.46,0.16,0.02,0.5,0.18
1346,2015,0,0.19,-0.12,0.02,0.86,0.17
2692,2015,0,0.18,0.17,0.03,0.97,0.28
2189,2018,0,0.35,0.22,0.04,1.03,0.14
2839,2013,0,0.45,0.19,0.02,0.51,0.12
1283,2019,0,0.4,-0.06,0.02,0.83,0.16
1914,2015,0,0.39,0.24,0.02,1.28,0.25
1290,2018,0,0.03,0.07,0.02,0.4,0.34
2455,2019,0,0.52,0.09,0.03,0.62,0.16
3523,2014,0,-0.03,0.14,0.05,0.47,0.09
2064,2019,0,0.07,-0.09,0.04,0.72,0.24
1211,2019,0,-0.09,0.27,0.04,0.23,0.14
1322,2017,0,0.23,0.0,0.01,0.8,0.25
2060,2020,0,-0.01,0.17,0.01,0.59,0.18
2528,2013,0,0.52,0.19,0.03,0.41,0.2
2218,2020,0,0.04,0.28,0.02,0.56,0.22
2558,2015,0,-0.08,0.17,0.0,0.78,0.1
2834,2016,0,-0.04,-0.04,0.01,0.59,0.15
703,2016,0,0.06,0.28,0.04,1.0,0.17
3439,2014,0,-0.1,0.29,0.05,0.17,0.25
2720,2016,0,0.22,0.22,0.05,0.19,0.2
3835,2013,1,0.19,0.02,0.04,2.67,0.23
3889,2017,1,0.11,0.01,0.03,2.72,0.18
160,2019,0,0.03,-0.1,0.01,1.16,0.09
12,2020,0,0.09,0.15,0.0,0.41,0.28
2288,2019,0,-0.1,0.22,0.0,0.62,0.32
1510,2015,0,0.04,0.03,0.01,0.54,0.33
3112,2018,0,0.5,0.03,0.01,0.39,0.14
3780,2015,1,0.12,0.06,0.03,2.68,0.18
1251,2012,0,0.5,0.0,0.01,0.55,0.09
2886,2020,0,0.16,0.3,0.04,0.89,0.08
1234,2013,0,0.5,0.28,0.0,0.62,0.16
2774,2018,0,0.47,-0.1,0.0,0.53,0.08
506,2019,0,0.52,-0.05,0.05,0.17,0.24
187,2018,0,0.23,-0.03,0.0,0.83,0.32
213,2018,0,0.09,0.08,0.04,0.35,0.12
1676,2015,0,0.11,0.08,0.03,0.86,0.2
2998,2019,0,0.04,-0.01,0.02,0.82,0.13
2325,2012,0,0.0,0.16,0.01,0.78,0.09
1975,2020,0,0.4,-0.05,0.01,0.74,0.28
1308,2014,0,0.54,0.04,0.03,0.75,0.32
450,2016,0,0.21,-0.03,0.02,0.16,0.19
1363,2016,0,0.54,-0.01,0.0,0.17,0.29
2145,2017,0,0.03,0.31,0.01,0.93,0.19
1866,2015,0,0.55,-0.04,0.01,0.99,0.27
371,2014,0,0.09,0.32,0.04,0.96,0.16
2501,2020,0,-0.01,-0.08,0.01,1.23,0.12
1429,2013,0,0.35,0.25,0.04,0.36,0.29
2540,2020,0,0.23,-0.03,0.04,1.08,0.26
1306,2017,0,0.43,-0.06,0.01,1.09,0.33
242,2020,0,0.18,0.06,0.04,0.57,0.29
1303,2018,0,-0.01,0.26,0.02,0.51,0.2
1448,2014,0,0.27,0.29,0.03,0.5,0.22
3400,2013,0,0.4,0.26,0.01,0.28,0.32
1087,2012,0,-0.07,-0.07,0.01,1.15,0.31
1653,2020,0,0.45,0.22,0.03,0.57,0.32
3166,2019,0,-0.09,0.23,0.02,0.83,0.09
3292,2020,0,0.18,0.04,0.02,0.21,0.24
3726,2015,1,0.14,-0.08,0.03,3.11,0.12
1681,2016,0,0.01,0.0,0.03,0.15,0.18
1122,2013,0,0.04,0.16,0.02,0.97,0.15
2673,2012,0,-0.01,0.08,0.03,0.28,0.12
3345,2017,0,0.34,0.21,0.0,0.65,0.08
1508,2012,0,0.13,-0.06,0.04,0.13,0.27
3661,2019,1,0.19,-0.11,0.04,0.52,0.17
1876,2016,0,-0.03,0.15,0.04,0.61,0.09
3872,2016,1,0.35,-0.07,0.03,1.1,0.15
1247,2014,0,0.12,0.25,0.0,0.92,0.09
2590,2020,0,0.14,0.26,0.01,0.48,0.25
3192,2015,0,0.18,0.04,0.02,0.28,0.29
3527,2012,0,0.07,0.11,0.01,0.52,0.27
1886,2013,0,0.3,-0.05,0.0,0.23,0.09
592,2020,0,0.27,-0.01,0.03,0.23,0.12
440,2019,0,0.34,0.15,0.02,0.6,0.28
2370,2018,0,0.18,-0.04,0.01,0.67,0.18
2757,2013,0,0.52,-0.08,0.03,0.41,0.09
62,2017,0,-0.02,0.22,0.01,0.92,0.24
2162,2020,0,-0.07,0.11,0.02,0.08,0.28
525,2018,0,0.36,-0.1,0.03,0.39,0.24
2131,2014,0,0.31,0.13,0.01,0.21,0.29
683,2012,0,0.0,-0.06,0.05,1.08,0.32
2061,2020,0,0.28,0.03,0.01,0.16,0.16
2192,2013,0,0.36,0.08,0.02,1.28,0.34
3880,2018,1,0.3,0.05,0.04,0.55,0.16
2925,2020,0,0.0,0.21,0.0,0.08,0.32
3030,2017,0,0.35,-0.03,0.01,0.91,0.1
2294,2016,0,0.4,0.31,0.05,0.7,0.1
693,2012,0,0.21,0.08,0.03,0.8,0.13
1641,2015,0,0.08,-0.08,0.0,0.34,0.19
1019,2015,0,-0.11,0.32,0.01,0.92,0.13
94,2014,0,0.4,0.09,0.04,1.17,0.27
